,UID,VRTN_ID,CANDIDATE_EPID,Aspect,value,score,original_score,logit,ITEM_SENTENCE,score_difference,Item,Candidate product
93,134840000000,,8053393340,style_code,['M990V5-34277'],0.98,0.07,0.97,[TITLE_TXT] Kith New Balance 990 Men’s Size 12 Gray Blue Beige [brand] New Balance [style_code] M990V5-34277 [collaboration] Kith [color] Beige [department] Men [model] New Balance 990 [nickname] Blue Beige [product_line] NB 990 [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.91,https://matchingdashboard.vip.ebay.com/?itemId=134840000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=8053393340
94,134840000000,,8053393340,manufacturer_color,['Cream'],0.15,0.07,0.01,[TITLE_TXT] Kith New Balance 990 Men’s Size 12 Gray Blue Beige [brand] New Balance [collaboration] Kith [color] Beige [manufacturer_color] Cream [department] Men [model] New Balance 990 [nickname] Blue Beige [product_line] NB 990 [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.086,https://matchingdashboard.vip.ebay.com/?itemId=134840000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=8053393340
95,134840000000,,8053393340,shoe_shaft_style,['Low Top'],0.07,0.07,0.01,[TITLE_TXT] Kith New Balance 990 Men’s Size 12 Gray Blue Beige [brand] New Balance [collaboration] Kith [color] Beige [department] Men [model] New Balance 990 [nickname] Blue Beige [product_line] NB 990 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top,0.002,https://matchingdashboard.vip.ebay.com/?itemId=134840000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=8053393340
96,134890000000,,19049911059,style_code,['BQ6623-070'],0.84,0.53,0.94,[TITLE_TXT] Nike Air Jordan Proto Max 720 Jump Man SIZE 10 Black Metallic Gold [brand] Nike [style_code] BQ6623-070 [color] Black [department] Men [model] Jordan Proto [nickname] Metallic Gold [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.309,https://matchingdashboard.vip.ebay.com/?itemId=134890000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=19049911059
97,134890000000,,19049911059,product_line,['Jordan Proto'],0.52,0.53,0.24,[TITLE_TXT] Nike Air Jordan Proto Max 720 Jump Man SIZE 10 Black Metallic Gold [brand] Nike [color] Black [department] Men [model] Jordan Proto [nickname] Metallic Gold [product_line] Jordan Proto [style] Sneaker [type] Athletic [leaf_categ_id] 15709,-0.005,https://matchingdashboard.vip.ebay.com/?itemId=134890000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=19049911059
98,134978000000,,18063350448,style_code,['3022078-105'],0.65,0.04,0.21,[TITLE_TXT] Under Armour Women’s Size  7.5 Volleyball Sneakers Highlight Ace 2.0 Pink/White [brand] Under Armour [style_code] 3022078-105 [color] Pink [department] Women [model] Under Armour Highlight Ace 2.0 [performance/activity] Volleyball [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [shoe_shaft_style] High Top [theme] Colorful,0.613,https://matchingdashboard.vip.ebay.com/?itemId=134978000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=18063350448
99,134978000000,,18063350448,manufacturer_color,['White/Metallic Rose Gold'],0.28,0.04,0.02,[TITLE_TXT] Under Armour Women’s Size  7.5 Volleyball Sneakers Highlight Ace 2.0 Pink/White [brand] Under Armour [color] Pink [manufacturer_color] White/Metallic Rose Gold [department] Women [model] Under Armour Highlight Ace 2.0 [performance/activity] Volleyball [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [shoe_shaft_style] High Top [theme] Colorful,0.237,https://matchingdashboard.vip.ebay.com/?itemId=134978000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=18063350448
100,134978000000,,18063350448,nickname,['White Metallic Rose Gold'],0.14,0.04,0,[TITLE_TXT] Under Armour Women’s Size  7.5 Volleyball Sneakers Highlight Ace 2.0 Pink/White [brand] Under Armour [color] Pink [department] Women [model] Under Armour Highlight Ace 2.0 [nickname] White Metallic Rose Gold [performance/activity] Volleyball [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [shoe_shaft_style] High Top [theme] Colorful,0.094,https://matchingdashboard.vip.ebay.com/?itemId=134978000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=18063350448
101,134978000000,,18063350448,upper_material,['Textile'],0.05,0.04,0,[TITLE_TXT] Under Armour Women’s Size  7.5 Volleyball Sneakers Highlight Ace 2.0 Pink/White [brand] Under Armour [color] Pink [department] Women [model] Under Armour Highlight Ace 2.0 [performance/activity] Volleyball [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [shoe_shaft_style] High Top [theme] Colorful [upper_material] Textile,0.007,https://matchingdashboard.vip.ebay.com/?itemId=134978000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=18063350448
102,134994784569,434443182575,17061072868,style_code,['1132210-HMBC'],0.93,0.17,0.85,"[TITLE_TXT] HOKA ONE ONE Clifton 9 Width""D"" Men's Low-Top Running Shoes Sneaker/Misty Grey 9.5 [brand] Hoka One One [style_code] 1132210-HMBC [color] Gray [department] Men [model] Hoka One One Clifton 9 [nickname] Grey [product_line] Hoka One One Clifton [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top [shoe_width] D [theme] Sports",0.759,https://matchingdashboard.vip.ebay.com/?itemId=134994784569&var=434443182575,https://matchingdashboard.vip.ebay.com/getProduct?epid=17061072868
103,134994784569,434443182575,17061072868,manufacturer_color,['Harbor Mist/Black'],0.31,0.17,0.26,"[TITLE_TXT] HOKA ONE ONE Clifton 9 Width""D"" Men's Low-Top Running Shoes Sneaker/Misty Grey 9.5 [brand] Hoka One One [color] Gray [manufacturer_color] Harbor Mist/Black [department] Men [model] Hoka One One Clifton 9 [nickname] Grey [product_line] Hoka One One Clifton [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top [shoe_width] D [theme] Sports",0.137,https://matchingdashboard.vip.ebay.com/?itemId=134994784569&var=434443182575,https://matchingdashboard.vip.ebay.com/getProduct?epid=17061072868
104,134994784569,434443182575,17061072868,upper_material,['Knit'],0.16,0.17,0.03,"[TITLE_TXT] HOKA ONE ONE Clifton 9 Width""D"" Men's Low-Top Running Shoes Sneaker/Misty Grey 9.5 [brand] Hoka One One [color] Gray [department] Men [model] Hoka One One Clifton 9 [nickname] Grey [product_line] Hoka One One Clifton [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top [shoe_width] D [theme] Sports [upper_material] Knit",-0.006,https://matchingdashboard.vip.ebay.com/?itemId=134994784569&var=434443182575,https://matchingdashboard.vip.ebay.com/getProduct?epid=17061072868
105,135000000000,,24053391976,style_code,['Gwf00107f00190981277'],0.97,0.17,0.95,[TITLE_TXT] Golden Goose 36 [brand] Golden Goose [style_code] Gwf00107f00190981277 [color] Multi-Color [department] Women [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [pattern] Animal Print [customized] No,0.792,https://matchingdashboard.vip.ebay.com/?itemId=135000000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=24053391976
106,135000000000,,24053391976,manufacturer_color,['Multicolor'],0.14,0.17,0.01,[TITLE_TXT] Golden Goose 36 [brand] Golden Goose [color] Multi-Color [manufacturer_color] Multicolor [department] Women [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [pattern] Animal Print [customized] No,-0.036,https://matchingdashboard.vip.ebay.com/?itemId=135000000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=24053391976
107,135000000000,,24053391976,model,['Golden Goose Super-Star'],0.23,0.17,0.01,[TITLE_TXT] Golden Goose 36 [brand] Golden Goose [color] Multi-Color [department] Women [model] Golden Goose Super-Star [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [pattern] Animal Print [customized] No,0.059,https://matchingdashboard.vip.ebay.com/?itemId=135000000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=24053391976
108,135000000000,,24053391976,shoe_shaft_style,['Low Top'],0.14,0.17,0.01,[TITLE_TXT] Golden Goose 36 [brand] Golden Goose [color] Multi-Color [department] Women [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [shoe_shaft_style] Low Top [pattern] Animal Print [customized] No,-0.03,https://matchingdashboard.vip.ebay.com/?itemId=135000000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=24053391976
109,135035000000,,18053399278,style_code,['G34085-X51503-10601'],0.92,0.12,0.92,[TITLE_TXT] CHANEL White Leather Lace Up Weekend Sneakers [brand] CHANEL [style_code] G34085-X51503-10601 [color] White [department] Women [nickname] White Leather [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [closure] Lace Up [upper_material] Leather,0.804,https://matchingdashboard.vip.ebay.com/?itemId=135035000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=18053399278
110,135035000000,,18053399278,manufacturer_color,['White'],0.12,0.12,0.01,[TITLE_TXT] CHANEL White Leather Lace Up Weekend Sneakers [brand] CHANEL [color] White [manufacturer_color] White [department] Women [nickname] White Leather [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [closure] Lace Up [upper_material] Leather,0.003,https://matchingdashboard.vip.ebay.com/?itemId=135035000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=18053399278
111,135035000000,,18053399278,model,['CHANEL Cruise'],0.29,0.12,0.04,[TITLE_TXT] CHANEL White Leather Lace Up Weekend Sneakers [brand] CHANEL [color] White [department] Women [model] CHANEL Cruise [nickname] White Leather [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [closure] Lace Up [upper_material] Leather,0.179,https://matchingdashboard.vip.ebay.com/?itemId=135035000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=18053399278
112,135035000000,,18053399278,product_line,['Chanel Cruise'],0.25,0.12,0.04,[TITLE_TXT] CHANEL White Leather Lace Up Weekend Sneakers [brand] CHANEL [color] White [department] Women [nickname] White Leather [product_line] Chanel Cruise [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [closure] Lace Up [upper_material] Leather,0.131,https://matchingdashboard.vip.ebay.com/?itemId=135035000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=18053399278
113,135038945913,434613063263,9056228748,style_code,['372888-02'],0.97,0.11,0.95,[TITLE_TXT] Puma Womens PC Runner Sneaker Running Shoe Athleisure Comfort Black 6 [brand] PUMA [style_code] 372888-02 [color] Black [department] Women [model] PUMA Runner [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Athleisure,0.857,https://matchingdashboard.vip.ebay.com/?itemId=135038945913&var=434613063263,https://matchingdashboard.vip.ebay.com/getProduct?epid=9056228748
114,135038945913,434613063263,9056228748,manufacturer_color,['Black'],0.16,0.11,0.03,[TITLE_TXT] Puma Womens PC Runner Sneaker Running Shoe Athleisure Comfort Black 6 [brand] PUMA [color] Black [manufacturer_color] Black [department] Women [model] PUMA Runner [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Athleisure,0.046,https://matchingdashboard.vip.ebay.com/?itemId=135038945913&var=434613063263,https://matchingdashboard.vip.ebay.com/getProduct?epid=9056228748
115,135038945913,434613063263,9056228748,shoe_shaft_style,['Low Top'],0.21,0.11,0.06,[TITLE_TXT] Puma Womens PC Runner Sneaker Running Shoe Athleisure Comfort Black 6 [brand] PUMA [color] Black [department] Women [model] PUMA Runner [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [shoe_shaft_style] Low Top [theme] Athleisure,0.092,https://matchingdashboard.vip.ebay.com/?itemId=135038945913&var=434613063263,https://matchingdashboard.vip.ebay.com/getProduct?epid=9056228748
116,135038945913,434613063269,9056228748,style_code,['372888-02'],0.98,0.15,0.96,[TITLE_TXT] Puma Womens PC Runner Sneaker Running Shoe Athleisure Comfort Black 7.5 [brand] PUMA [style_code] 372888-02 [color] Black [department] Women [model] PUMA Runner [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Athleisure,0.831,https://matchingdashboard.vip.ebay.com/?itemId=135038945913&var=434613063269,https://matchingdashboard.vip.ebay.com/getProduct?epid=9056228748
117,135038945913,434613063269,9056228748,manufacturer_color,['Black'],0.16,0.15,0.03,[TITLE_TXT] Puma Womens PC Runner Sneaker Running Shoe Athleisure Comfort Black 7.5 [brand] PUMA [color] Black [manufacturer_color] Black [department] Women [model] PUMA Runner [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Athleisure,0.012,https://matchingdashboard.vip.ebay.com/?itemId=135038945913&var=434613063269,https://matchingdashboard.vip.ebay.com/getProduct?epid=9056228748
118,135038945913,434613063269,9056228748,shoe_shaft_style,['Low Top'],0.21,0.15,0.06,[TITLE_TXT] Puma Womens PC Runner Sneaker Running Shoe Athleisure Comfort Black 7.5 [brand] PUMA [color] Black [department] Women [model] PUMA Runner [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [shoe_shaft_style] Low Top [theme] Athleisure,0.064,https://matchingdashboard.vip.ebay.com/?itemId=135038945913&var=434613063269,https://matchingdashboard.vip.ebay.com/getProduct?epid=9056228748
119,135059000000,,26056611592,style_code,['1119393-BBLC'],0.9,0.34,0.96,"[TITLE_TXT] Hoka One Clifton 8 Men Size 11.5 Black Running Shoie [brand] Hoka One One [style_code] 1119393-BBLC [color] Black [department] Men [model] Hoka Clifton 8 [performance/activity] Running & Jogging, Walking, Cross Training [product_line] Hoka One One Clifton [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [country/region_of_manufacture] Vietnam [shoe_shaft_style] Low Top [shoe_width] D [theme] Athleisure, Sports [upper_material] Mesh [pattern] Solid [insole_material] Foam [occasion] Casual, Activewear [outsole_material] Rubber [customized] No",0.562,https://matchingdashboard.vip.ebay.com/?itemId=135059000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=26056611592
120,135059000000,,26056611592,manufacturer_color,['Black/Black'],0.46,0.34,0.28,"[TITLE_TXT] Hoka One Clifton 8 Men Size 11.5 Black Running Shoie [brand] Hoka One One [color] Black [manufacturer_color] Black/Black [department] Men [model] Hoka Clifton 8 [performance/activity] Running & Jogging, Walking, Cross Training [product_line] Hoka One One Clifton [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [country/region_of_manufacture] Vietnam [shoe_shaft_style] Low Top [shoe_width] D [theme] Athleisure, Sports [upper_material] Mesh [pattern] Solid [insole_material] Foam [occasion] Casual, Activewear [outsole_material] Rubber [customized] No",0.122,https://matchingdashboard.vip.ebay.com/?itemId=135059000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=26056611592
121,135059000000,,26056611592,nickname,['Black'],0.4,0.34,0.25,"[TITLE_TXT] Hoka One Clifton 8 Men Size 11.5 Black Running Shoie [brand] Hoka One One [color] Black [department] Men [model] Hoka Clifton 8 [nickname] Black [performance/activity] Running & Jogging, Walking, Cross Training [product_line] Hoka One One Clifton [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [country/region_of_manufacture] Vietnam [shoe_shaft_style] Low Top [shoe_width] D [theme] Athleisure, Sports [upper_material] Mesh [pattern] Solid [insole_material] Foam [occasion] Casual, Activewear [outsole_material] Rubber [customized] No",0.057,https://matchingdashboard.vip.ebay.com/?itemId=135059000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=26056611592
122,135080762712,434533813951,28062096556,style_code,['DZ7533-003'],0.64,0.29,0.95,[TITLE_TXT] Nike Giannis Immortality 3 Mens Shoes 11 11 11 [brand] Nike [style_code] DZ7533-003 [color] Multi-Color [department] Men [model] Nike Giannis Immortality [product_line] Nike Giannis [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_width] M [upper_material] Synthetic-And-Rubber,0.356,https://matchingdashboard.vip.ebay.com/?itemId=135080762712&var=434533813951,https://matchingdashboard.vip.ebay.com/getProduct?epid=28062096556
123,135080762712,434533813951,28062096556,manufacturer_color,['Black/White/White/Black'],0.73,0.29,0.8,[TITLE_TXT] Nike Giannis Immortality 3 Mens Shoes 11 11 11 [brand] Nike [color] Multi-Color [manufacturer_color] Black/White/White/Black [department] Men [model] Nike Giannis Immortality [product_line] Nike Giannis [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_width] M [upper_material] Synthetic-And-Rubber,0.438,https://matchingdashboard.vip.ebay.com/?itemId=135080762712&var=434533813951,https://matchingdashboard.vip.ebay.com/getProduct?epid=28062096556
124,135080762712,434533813951,28062096556,nickname,['Made in Sepolia'],0.55,0.29,0.81,[TITLE_TXT] Nike Giannis Immortality 3 Mens Shoes 11 11 11 [brand] Nike [color] Multi-Color [department] Men [model] Nike Giannis Immortality [nickname] Made in Sepolia [product_line] Nike Giannis [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_width] M [upper_material] Synthetic-And-Rubber,0.264,https://matchingdashboard.vip.ebay.com/?itemId=135080762712&var=434533813951,https://matchingdashboard.vip.ebay.com/getProduct?epid=28062096556
125,135103000000,,21053839310,style_code,['CZ0204-100'],0.85,0.13,0.93,[TITLE_TXT] nike kyrie 8 infinity shoes basketball men size 12 [brand] Nike [style_code] CZ0204-100 [color] Multicolor [department] Men [model] Nike Kyrie 8 [nickname] Infinity [performance/activity] Basketball [product_line] Nike Kyrie [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.721,https://matchingdashboard.vip.ebay.com/?itemId=135103000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=21053839310
126,135103000000,,21053839310,manufacturer_color,['White/University Red/University Gold/Light Photo Blue'],0.82,0.13,0.75,[TITLE_TXT] nike kyrie 8 infinity shoes basketball men size 12 [brand] Nike [color] Multicolor [manufacturer_color] White/University Red/University Gold/Light Photo Blue [department] Men [model] Nike Kyrie 8 [nickname] Infinity [performance/activity] Basketball [product_line] Nike Kyrie [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.695,https://matchingdashboard.vip.ebay.com/?itemId=135103000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=21053839310
127,135103000000,,21053839310,upper_material,['Mesh'],0.17,0.13,0.09,[TITLE_TXT] nike kyrie 8 infinity shoes basketball men size 12 [brand] Nike [color] Multicolor [department] Men [model] Nike Kyrie 8 [nickname] Infinity [performance/activity] Basketball [product_line] Nike Kyrie [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [upper_material] Mesh,0.038,https://matchingdashboard.vip.ebay.com/?itemId=135103000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=21053839310
128,144695565050,443929882942,5057006806,style_code,['VN0A5JIB8YY'],0.98,0.43,0.98,[TITLE_TXT] New Vans Ave Black/Sulphur Skate Shoes Sneakers Ultimate Waffle Pro Men 9 - 11.5 9 [brand] VANS [style_code] VN0A5JIB8YY [color] Black [department] Men [model] VANS Pro Skate [nickname] Waffle [product_line] VANS Ave [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.548,https://matchingdashboard.vip.ebay.com/?itemId=144695565050&var=443929882942,https://matchingdashboard.vip.ebay.com/getProduct?epid=5057006806
129,144695565050,443929882942,5057006806,manufacturer_color,['Black/Sulphur'],0.54,0.43,0.24,[TITLE_TXT] New Vans Ave Black/Sulphur Skate Shoes Sneakers Ultimate Waffle Pro Men 9 - 11.5 9 [brand] VANS [color] Black [manufacturer_color] Black/Sulphur [department] Men [model] VANS Pro Skate [nickname] Waffle [product_line] VANS Ave [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.109,https://matchingdashboard.vip.ebay.com/?itemId=144695565050&var=443929882942,https://matchingdashboard.vip.ebay.com/getProduct?epid=5057006806
130,144695565050,443929882942,5057006806,release_year,['2022'],0.7,0.43,0.51,[TITLE_TXT] New Vans Ave Black/Sulphur Skate Shoes Sneakers Ultimate Waffle Pro Men 9 - 11.5 9 [brand] VANS [color] Black [department] Men [model] VANS Pro Skate [nickname] Waffle [product_line] VANS Ave [release_year] 2022 [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.273,https://matchingdashboard.vip.ebay.com/?itemId=144695565050&var=443929882942,https://matchingdashboard.vip.ebay.com/getProduct?epid=5057006806
131,144695565050,443929882942,5057006806,shoe_shaft_style,['Low Top'],0.49,0.43,0.2,[TITLE_TXT] New Vans Ave Black/Sulphur Skate Shoes Sneakers Ultimate Waffle Pro Men 9 - 11.5 9 [brand] VANS [color] Black [department] Men [model] VANS Pro Skate [nickname] Waffle [product_line] VANS Ave [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top,0.053,https://matchingdashboard.vip.ebay.com/?itemId=144695565050&var=443929882942,https://matchingdashboard.vip.ebay.com/getProduct?epid=5057006806
132,144695565050,443929882943,5057006806,style_code,['VN0A5JIB8YY'],0.98,0.47,0.98,[TITLE_TXT] New Vans Ave Black/Sulphur Skate Shoes Sneakers Ultimate Waffle Pro Men 9 - 11.5 9.5 [brand] VANS [style_code] VN0A5JIB8YY [color] Black [department] Men [model] VANS Pro Skate [nickname] Waffle [product_line] VANS Ave [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.513,https://matchingdashboard.vip.ebay.com/?itemId=144695565050&var=443929882943,https://matchingdashboard.vip.ebay.com/getProduct?epid=5057006806
133,144695565050,443929882943,5057006806,manufacturer_color,['Black/Sulphur'],0.58,0.47,0.35,[TITLE_TXT] New Vans Ave Black/Sulphur Skate Shoes Sneakers Ultimate Waffle Pro Men 9 - 11.5 9.5 [brand] VANS [color] Black [manufacturer_color] Black/Sulphur [department] Men [model] VANS Pro Skate [nickname] Waffle [product_line] VANS Ave [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.115,https://matchingdashboard.vip.ebay.com/?itemId=144695565050&var=443929882943,https://matchingdashboard.vip.ebay.com/getProduct?epid=5057006806
134,144695565050,443929882943,5057006806,release_year,['2022'],0.73,0.47,0.54,[TITLE_TXT] New Vans Ave Black/Sulphur Skate Shoes Sneakers Ultimate Waffle Pro Men 9 - 11.5 9.5 [brand] VANS [color] Black [department] Men [model] VANS Pro Skate [nickname] Waffle [product_line] VANS Ave [release_year] 2022 [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.26,https://matchingdashboard.vip.ebay.com/?itemId=144695565050&var=443929882943,https://matchingdashboard.vip.ebay.com/getProduct?epid=5057006806
135,144695565050,443929882943,5057006806,shoe_shaft_style,['Low Top'],0.54,0.47,0.26,[TITLE_TXT] New Vans Ave Black/Sulphur Skate Shoes Sneakers Ultimate Waffle Pro Men 9 - 11.5 9.5 [brand] VANS [color] Black [department] Men [model] VANS Pro Skate [nickname] Waffle [product_line] VANS Ave [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top,0.068,https://matchingdashboard.vip.ebay.com/?itemId=144695565050&var=443929882943,https://matchingdashboard.vip.ebay.com/getProduct?epid=5057006806
136,145082000000,,2327653351,manufacturer_color,['Black/Halo Grey'],0.67,0.59,0.35,[TITLE_TXT] Under Armour 3025249 001 Men Charged Pursuit 2 BL SPK BLACK/BLUE Shoes Sz 11 [brand] Under Armour [style_code] 3025249-101 [color] Black/Blue/Green [manufacturer_color] Black/Halo Grey [department] Men [model] Under Armour Charged Pursuit 2 BL SPK [product_line] Charged Pursuit 2 Twist [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] Vietnam [shoe_width] M [upper_material] Mesh [customized] No,0.073,https://matchingdashboard.vip.ebay.com/?itemId=145082000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=2327653351
137,145082000000,,2327653351,nickname,['Big Logo Speckle - Black Blue Green'],0.64,0.59,0.28,[TITLE_TXT] Under Armour 3025249 001 Men Charged Pursuit 2 BL SPK BLACK/BLUE Shoes Sz 11 [brand] Under Armour [style_code] 3025249-101 [color] Black/Blue/Green [department] Men [model] Under Armour Charged Pursuit 2 BL SPK [nickname] Big Logo Speckle - Black Blue Green [product_line] Charged Pursuit 2 Twist [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] Vietnam [shoe_width] M [upper_material] Mesh [customized] No,0.044,https://matchingdashboard.vip.ebay.com/?itemId=145082000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=2327653351
138,145082000000,,2327653351,style,['Sneaker'],0.6,0.59,0.22,[TITLE_TXT] Under Armour 3025249 001 Men Charged Pursuit 2 BL SPK BLACK/BLUE Shoes Sz 11 [brand] Under Armour [style_code] 3025249-101 [color] Black/Blue/Green [department] Men [model] Under Armour Charged Pursuit 2 BL SPK [product_line] Charged Pursuit 2 Twist [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] Vietnam [shoe_width] M [upper_material] Mesh [customized] No,0.01,https://matchingdashboard.vip.ebay.com/?itemId=145082000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=2327653351
139,145420000000,,19063072457,style_code,['140348 C'],0.97,0.25,0.97,"[TITLE_TXT] Converse Chuck Taylor All-Star Women's US 7 High Top Eyelet Lace Up Sneakers [brand] Converse [style_code] 140348 C [color] Blue [department] Women [model] Converse All Star High [performance/activity] Walking, School, Basketball, Fashion, Skateboarding, Casual [product_line] Converse Chuck Taylor All Star [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [closure] Lace Up [shoe_shaft_style] High Top [shoe_width] Standard [theme] Eyelet Lace, Stars [upper_material] Fabric [pattern] Lace [insole_material] Fabric [occasion] Casual, Activewear [outsole_material] Rubber [customized] No",0.724,https://matchingdashboard.vip.ebay.com/?itemId=145420000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=19063072457
140,145420000000,,19063072457,collaboration,['Charles Hollis Taylor'],0.5,0.25,0.82,"[TITLE_TXT] Converse Chuck Taylor All-Star Women's US 7 High Top Eyelet Lace Up Sneakers [brand] Converse [collaboration] Charles Hollis Taylor [color] Blue [department] Women [model] Converse All Star High [performance/activity] Walking, School, Basketball, Fashion, Skateboarding, Casual [product_line] Converse Chuck Taylor All Star [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [closure] Lace Up [shoe_shaft_style] High Top [shoe_width] Standard [theme] Eyelet Lace, Stars [upper_material] Fabric [pattern] Lace [insole_material] Fabric [occasion] Casual, Activewear [outsole_material] Rubber [customized] No",0.25,https://matchingdashboard.vip.ebay.com/?itemId=145420000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=19063072457
141,145420000000,,19063072457,manufacturer_color,['White/Shades of Blue'],0.64,0.25,0.38,"[TITLE_TXT] Converse Chuck Taylor All-Star Women's US 7 High Top Eyelet Lace Up Sneakers [brand] Converse [color] Blue [manufacturer_color] White/Shades of Blue [department] Women [model] Converse All Star High [performance/activity] Walking, School, Basketball, Fashion, Skateboarding, Casual [product_line] Converse Chuck Taylor All Star [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [closure] Lace Up [shoe_shaft_style] High Top [shoe_width] Standard [theme] Eyelet Lace, Stars [upper_material] Fabric [pattern] Lace [insole_material] Fabric [occasion] Casual, Activewear [outsole_material] Rubber [customized] No",0.391,https://matchingdashboard.vip.ebay.com/?itemId=145420000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=19063072457
142,145555000000,,26056609997,style_code,['1110518-RTOS'],0.88,0.24,0.98,[TITLE_TXT] HOKA ONE ONE BONDI 7 Men's Running Sneakers SIZE 10.5 Athletic Lace Up Blue [brand] Hoka One One [style_code] 1110518-RTOS [color] Blue [department] Men [model] Hoka One One Bondi [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up,0.64,https://matchingdashboard.vip.ebay.com/?itemId=145555000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=26056609997
